Query,Title,Authors,Year,DOI
,Automated mortality prediction in critically-ill patients with thrombosis using Machine Learning,"V Danilatou, D Antonakaki… - 2020 IEEE 20th …, 2020 - ieeexplore.ieee.org",N/A,N/A
,VENOUS THROMBOEMBOLISM DIAGNOSIS BASED ON MACHINE LEARNING,"P ANUPOOMCHAIYA, V Sa-ing - 2022 - ir-ithesis.swu.ac.th",N/A,N/A
,[HTML][HTML] … Touch and Voice-Assisted Multilingual Communication Prototype for ICU Patients Specific to COVID'19 Cerebral Venous Thrombosis post BNT162b2 mRNA …,"S Chakraborty, L Dey, C Vijayalakshmi… - Smart Healthcare …, 2021 - pesquisa.bvsalud.org",N/A,N/A
,[HTML][HTML] Predicting venous thromboembolism in hospitalized trauma patients: a combination of the Caprini score and data-driven machine learning model,"L He, L Luo, X Hou, D Liao… - BMC …, 2021 - bmcemergmed.biomedcentral.com",N/A,N/A
,Remote Expert Deep Venous Thrombosis Triaging of Novice-User Compression Sonography with Artificial Intelligence Guidance,"E Avgerinos, J Oppenheimer, F Al-Noor… - Journal of Vascular …, 2023 - jvsvenous.org",N/A,N/A
,[HTML][HTML] Machine learning to calculate heparin dose in COVID-19 patients with active cancer,"E Imbalzano, L Orlando, A Sciacqua, G Nato… - Journal of Clinical …, 2021 - mdpi.com",N/A,N/A
,[HTML][HTML] A New Mission Awaits: Machine Learning to Predict COVID-19–Related Complications,"S Shi, Q Cao - JACC: Advances, 2022 - jacc.org",N/A,N/A
,[PDF][PDF] Cost-effective machine learning based clinical pre-test probability strategy for DVT diagnosis in neurological intensive care unit,"L Luo, R Kou, Y Feng, J Xiang… - Clinical and Applied …, 2021 - journals.sagepub.com",N/A,N/A
,Ten-Year Multicenter Retrospective Study Utilizing Machine Learning Algorithms to Identify Patients at High Risk of Venous Thromboembolism After Radical …,"Y Liu, C Song, Z Tian, W Shen - International Journal of General …, 2023 - Taylor & Francis",N/A,N/A
,PREDICTING ENDOSCOPIC SLEEVE GASTROPLASTY REINTERVENTION RISK: A MODEL PROPOSAL USING SUPERVISED MACHINE LEARNING,"H Ali, P Patel, R Pamarthy, T Malik, B Mohan… - Gastrointestinal …, 2023 - giejournal.org",N/A,N/A
,… of Early Treatment Response to Initial Conventional Transarterial Chemoembolization Therapy for Hepatocellular Carcinoma by Machine-Learning Model Based on …,"Z Dong, Y Lin, F Lin, X Luo, Z Lin, Y Zhang… - Journal of …, 2021 - Taylor & Francis",N/A,N/A
,Machine learning with D-dimer in the risk stratification for pulmonary embolism: a derivation and internal validation study,"H Villacorta, JW Pickering, Y Horiuchi… - … Heart Journal. Acute …, 2022 - academic.oup.com",N/A,N/A
,[CITATION][C] Deep vein thrombosis in lower extremities: review of current diagnostic techniques and their symbiosis with machine learning for timely diagnosis,"MB Fong-Mata, E Inzunza-González… - 2020 - Universidad Autónoma de Baja …",N/A,N/A
,[HTML][HTML] Machine learning-based prediction of the post-thrombotic syndrome: Model development and validation study,"T Yu, R Shen, G You, L Lv, S Kang, X Wang… - Frontiers in …, 2022 - frontiersin.org",N/A,N/A
,Effect Analysis of Nursing Intervention on Lower Extremity Deep Venous Thrombosis in Patients,"X Zhang - International Journal of Data Warehousing and Mining …, 2023 - igi-global.com",N/A,N/A
,[HTML][HTML] Accuracy of identifying hospital acquired venous thromboembolism by administrative coding: implications for big data and machine learning research,"T Pellathy, M Saul, G Clermont, AW Dubrawski… - Journal of clinical …, 2021 - Springer",N/A,N/A
,[HTML][HTML] Identification of novel off targets of baricitinib and tofacitinib by machine learning with a focus on thrombosis and viral infection,"ML Faquetti, F Grisoni, P Schneider, G Schneider… - Scientific reports, 2022 - nature.com",N/A,N/A
,[PDF][PDF] Estimating risks using machine learning for clinical prediction models: predicting deep vein thrombosis,"CLA Navarro, JAA Damen, T Takada… - … MACHINE LEARNING … - dspace.library.uu.nl",N/A,N/A
,[HTML][HTML] Machine learning predicts portal vein thrombosis after splenectomy in patients with portal hypertension: Comparative analysis of three practical models,"J Li, QQ Wu, RH Zhu, X Lv, WQ Wang… - World Journal of …, 2022 - ncbi.nlm.nih.gov",N/A,N/A
,[HTML][HTML] Development and validation of machine learning models for postoperative venous thromboembolism prediction in colorectal cancer inpatients: a retrospective …,"L Qin, Z Liang, J Xie, G Ye, P Guan… - Journal of …, 2023 - ncbi.nlm.nih.gov",N/A,N/A
,[HTML][HTML] Development and validation of machine learning models to predict gastrointestinal leak and venous thromboembolism after weight loss surgery: an analysis …,"J Nudel, AM Bishara, SWL de Geus, P Patil… - Surgical …, 2021 - Springer",N/A,N/A
,Logistic and Machine Learning Approaches to Identify Predictors of Venous Thromboembolism in Covid-19 Patients,"MF Sacioto, WC Silveira, S Rezende, BB Paiva… - Circulation, 2022 - Am Heart Assoc",N/A,N/A
,[HTML][HTML] Evaluation of the impact of body mass index on venous thromboembolism risk factors,"F Tajik, M Wang, X Zhang, J Han - Plos one, 2020 - journals.plos.org",N/A,N/A
,Machine Learning to Dynamically Predict In-Hospital Venous Thromboembolism After Inguinal Hernia Surgery: Results From the CHAT-1 Study,"YD Yan, Z Yu, LP Ding, M Zhou… - Clinical and Applied …, 2023 - journals.sagepub.com",N/A,N/A
,A Novel Mathematical Framework for the Venous Valve Leaflet Morphology Extracted From In-Vitro Images Using Machine Learning Assisted Stereological Analysis,"VMK Kotteda, HF Janssen… - Fluids …, 2021 - asmedigitalcollection.asme.org",N/A,N/A
,Automated Machine Learning (AutoML) Algorithms to Predict Post-Operative Venous Thromboembolism (VTE) Using the American College of Surgeons National …,"A Thangirala, Y Aphinyanaphongs, J Chen, JA Martin… - Circulation, 2022 - Am Heart Assoc",N/A,N/A
,Comparing Effectiveness of Machine Learning Methods for Diagnosis of Deep Vein Thrombosis,"R Sorano, LV Magnusson, K Abbas - … Workshops: Malaga, Spain, July 4–7 …, 2022 - Springer",N/A,N/A
,[HTML][HTML] A machine learning approach to support triaging of primary versus secondary headache patients using complete blood count,"F Yang, T Meng, B Torben-Nielsen, C Magnus, C Liu… - Plos one, 2023 - journals.plos.org",N/A,N/A
,Risk factors and machine learning model for predicting hospitalization outcomes in geriatric patients with dementia,"X Wang, CF Ezeana, L Wang… - … Research & Clinical …, 2022 - Wiley Online Library",N/A,N/A
,'Black box'to 'conversational'machine learning: Ondansetron reduces risk of hospital-acquired venous thromboembolism,"A Datta, MK Matlock, N Le Dang… - IEEE Journal of …, 2020 - ieeexplore.ieee.org",N/A,N/A
,Development of machine learning and natural language processing algorithms for preoperative prediction and automated identification of intraoperative vascular …,"AV Karhade, MER Bongers, OQ Groot, TD Cha… - The Spine Journal, 2021 - Elsevier",N/A,N/A
,Artificial intelligence for cancer-associated thrombosis risk assessment,"P Ferroni, M Roselli, FM Zanzotto… - The Lancet …, 2018 - thelancet.com",N/A,N/A
,Energy spectrum CT index‐based machine learning model predicts the effect of intravenous thrombolysis in lower limbs,"R Liu, J Yang, H Yin, Q Wu, P Yu… - Journal of Applied …, 2023 - Wiley Online Library",N/A,N/A
,Predictors of acute deep venous thrombosis in patients hospitalized for COVID-19,"S Riyahi, SJ Hectors, MR Prince, EM Sweeney… - Medicine, 2021 - ingentaconnect.com",N/A,N/A
,[HTML][HTML] Comprehensive platelet phenotyping supports the role of platelets in the pathogenesis of acute venous thromboembolism–results from clinical observation …,"M Panova-Noeva, B Wagner, M Nagler, T Koeck… - EBioMedicine, 2020 - Elsevier",N/A,N/A
,Machine learning to predict major bleeding during anticoagulation for venous thromboembolism: possibilities and limitations,"D Mora, J Mateo, JA Nieto, B Bikdeli… - British Journal of …, 2023 - Wiley Online Library",N/A,N/A
,[HTML][HTML] Combining Computational Modelling and Machine Learning to Identify COVID-19 Patients with a High Thromboembolism Risk,"A Bouchnita, A Mozokhina, P Nony, JP Llored… - Mathematics, 2023 - mdpi.com",N/A,N/A
,Machine Learning for Surgical Risk Assessment Decision Systems,"M Russell, D Russell, R Corizzo… - 2022 International Joint …, 2022 - ieeexplore.ieee.org",N/A,N/A
,Diagnosis of cardiovascular disorder by CT images using Machine learning technique,"K Nithyakalyani, S Ramkumar… - … and Internet of …, 2022 - ieeexplore.ieee.org",N/A,N/A
,Derivation and Validation of a Machine Learning Algorithm for Predicting Venous Thromboembolism in Injured Children,"SC Papillon, CP Pennell, SA Master, EM Turner… - Journal of Pediatric …, 2023 - Elsevier",N/A,N/A
,Machine learning predicts venous thromboembolism events in traumatic brain injury,"S Sun, J Xie, X Bai, Z Li, W Wang - 2023 - researchsquare.com",N/A,N/A
,Predicting Anticoagulation Need for Otogenic Intracranial Sinus Thrombosis: A Machine Learning Approach,"MR Kaufmann, PR Camilon, JR Levi… - … Surgery Part B: Skull …, 2020 - thieme-connect.com",N/A,N/A
,[PDF][PDF] Predicting deep venous thrombosis using binary decision trees,"C Nwosisi, SH Cha, YJ An, CC Tappert… - International Journal of …, 2011 - Citeseer",N/A,N/A
,Application of Machine Learning to the Prediction of Cancer-Associated Venous Thromboembolism,"S Mantha, S Chatterjee, R Singh, J Cadley, C Poon… - 2023 - researchsquare.com",N/A,N/A
,QUALITY OF MACHINE LEARNING PREDICTION MODELS IN HEALTHCARE,CL Andaur Navarro - 2023 - dspace.library.uu.nl,N/A,N/A
,The Not-So-Distant Future or Just Hype? Utilizing Machine Learning to Predict 30-Day Post-Operative Complications in Laparoscopic Colectomy Patients,"CS Velmahos, A Paschalidis… - The American …, 2023 - journals.sagepub.com",N/A,N/A
,Validation of the ACS-NSQIP risk calculator: a machine-learning risk tool for predicting complications and mortality following adult spinal deformity corrective surgery,"KE Pierce, BH Kapadia, S Naessig… - International journal of …, 2021 - ijssurgery.com",N/A,N/A
,Ensemble machine learning algorithms for prediction of complications after elective total hip arthroplasty,"AR Galivanche, JK Huang, KW Mu… - Journal of the …, 2019 - journals.lww.com",N/A,N/A
,Predicting Early Postoperative Outcomes after Pituitary Adenoma Surgery Using a Machine Learning Approach,"TC Hollon, A Parikh, J Tarpeh, N Ibrahim… - … Surgery Part B: Skull …, 2018 - thieme-connect.com",N/A,N/A
,A Stacking Machine Learning Algorithms to Predict Postoperative Venous Thromboembolism (VTE) Based on Clinical EGFR Mutation Status in Patients with Non …,"J Zhang, Y Di, J Guo, P Zhang - papers.ssrn.com",N/A,N/A
,[HTML][HTML] Development and validation of a risk prediction model for venous thromboembolism in lung cancer patients using machine learning,"H Lei, M Zhang, Z Wu, C Liu, X Li, W Zhou… - Frontiers in …, 2022 - ncbi.nlm.nih.gov",N/A,N/A
,[PDF][PDF] Exploration of machine learning methods to predict systemic lupus erythematosus hospitalizations,"AM Jorge, D Smith, Z Wu, T Chowdhury… - Lupus, 2022 - journals.sagepub.com",N/A,N/A
,Whole blood transcriptome identifies interferon-regulated genes as key drivers in thrombotic primary antiphospholipid syndrome,"KM Verrou, PP Sfikakis, MG Tektonidou - Journal of Autoimmunity, 2023 - Elsevier",N/A,N/A
,[PDF][PDF] Proposed business intelligence models for medical risk assessment case study of venous thrombosis disease in Egypt,"E Wadid, NM Labib, SA Wahab - Proceedings of the International …, 2013 - world-comp.org",N/A,N/A
,PB2225 Artificial intelligence aiding in diagnosis of JAK2 V617F negative patients with WHO defined essential thrombocythemia,"T Belcic, P Cernelc, M Sever - HemaSphere, 2019 - journals.lww.com",N/A,N/A
,Risk assessment and mortality prediction in patients with venous thromboembolism using big data and machine learning.,V Danilatou - 2021 - eprints.bournemouth.ac.uk,N/A,N/A
,[HTML][HTML] Machine Learning in Point of Care Ultrasound,"ML Sonko, TC Arnold, IA Kuznetsov - POCUS journal, 2022 - ncbi.nlm.nih.gov",N/A,N/A
,Predicting pulmonary embolism among hospitalized patients with machine learning algorithms,"L Ryan, J Maharjan, S Mataraso, G Barnes… - Pulmonary …, 2022 - Wiley Online Library",N/A,N/A
,[PDF][PDF] Ranking Epilepsy Risk Factors Using Machine Learning,"I Skiba, G Kopanitsa, O Metsker, A Polushin… - 2021 - researchsquare.com",N/A,N/A
,Assessment of the role of genetic polymorphism in venous thrombosis through artificial neural networks,"S Penco, E Grossi, S Cheng, M Intraligi… - Annals of Human …, 2005 - Wiley Online Library",N/A,N/A
,Predicting thromboembolism after total abdominal hysterectomy in gynecologic oncology patients using machine learning: A national database study,"JE Kleiner, M Cohen, DP Aluthge… - Gynecologic …, 2018 - gynecologiconcology-online.net",N/A,N/A
,Off-target profiling of tofacitinib and baricitinib by machine learning: a focus on thrombosis and viral infection.,"ML Faquetti, F Grisoni, P Schneider, G Schneider… - 2021 - chemrxiv.org",N/A,N/A
,Deep Learning Algorithm Enables Cerebral Venous Thrombosis Detection With Routine Brain Magnetic Resonance Imaging,"X Yang, P Yu, H Zhang, R Zhang, Y Liu, H Li, P Sun… - Stroke, 2023 - Am Heart Assoc",N/A,N/A
,"Clinical and Genetic Determinants of Varicose Veins: Prospective, Community-Based Study of≈ 500000 Individuals","E Fukaya, AM Flores, D Lindholm… - Journal of Vascular …, 2019 - jvsvenous.org",N/A,N/A
,Machine learning decision support model for radical cystectomy discharge planning,"CC Zhao, MA Bjurlin, JS Wysock, SS Taneja… - … Oncology: Seminars and …, 2022 - Elsevier",N/A,N/A
,Application of Machine Learning Methods for Epilepsy Risk Ranking in Patients with Hematopoietic Malignancies Using,"I Skiba, G Kopanitsa, O Metsker… - Journal of Personalized …, 2022 - mdpi.com",N/A,N/A
,Prediction of Port A Cath Complications Using Machine Learning Techniques,"H El Oualy, H Bekkay, A Mellit, M Omari… - … and Renewable Energy …, 2022 - Springer",N/A,N/A
,Applied machine learning in neurosurgical oncology,JT Senders - 2022 - scholarlypublications …,N/A,N/A
,[PDF][PDF] Development and Validation of Machine Learning Models to Predict Gastrointestinal Leak and Venous Thromboembolism After Weight Loss Surgery: An …,"MD Jacob Nudel, AM Bishara, S Geus, PI GM008440… - escholarship.org",N/A,N/A
,"Machine learning in the coagulation and hemostasis arena: An overview and evaluation of methods, review of literature, and future directions","HH Rashidi, KA Bowers, MR Gil - Journal of Thrombosis and Haemostasis, 2022 - Elsevier",N/A,N/A
,Prediction of Venous Thrombosis Chinese Electronic Medical Records Based on Deep Learning and Rule Reasoning,"J Chen, J Yang, J He - Applied Sciences, 2022 - mdpi.com",N/A,N/A
,A diagnostic prediction model of acute symptomatic portal vein thrombosis,"K Liu, J Chen, K Zhang, S Wang, X Li - Annals of vascular surgery, 2019 - Elsevier",N/A,N/A
,AUTOMATIC DIAGNOSIS MODEL FOR RISK OF SYMPTOMATIC VENOUS THROMBOEMBOLISM BASED ON MACHINE LEARNING,"A SUKPERM, V Sa-ing - 2021 - ir-ithesis.swu.ac.th",N/A,N/A
,A systematic review shows no performance benefit of machine learning over logistic regression for clinical prediction models,"E Christodoulou, J Ma, GS Collins… - Journal of clinical …, 2019 - Elsevier",N/A,N/A
,Survey on machine learning applied to medical image analysis,"A Olivier, C Hoffmann, A Mansour… - … Congress on Image …, 2021 - ieeexplore.ieee.org",N/A,N/A
,[HTML][HTML] Development and validation of three machine-learning models for predicting multiple organ failure in moderately severe and severe acute pancreatitis,"Q Qiu, Y Nian, Y Guo, L Tang, N Lu, L Wen… - BMC …, 2019 - Springer",N/A,N/A
,[HTML][HTML] ON EVALUATING THE POTENTIAL OF MACHINE LEARNING FOR EFFECTIVE CLASSIFICATION OF ISCHEMIC STROKE AND HEMORRHAGIC STROKE …,"A Bhardwaj, Y Antil, A Chadha… - … Journal of Stroke, 2021 - researchgate.net",N/A,N/A
,[HTML][HTML] Identification of common and divergent gene expression signatures in patients with venous and arterial thrombosis using data from public repositories,"BW Hounkpe, RO Benatti, BS Carvalho, EV De Paula - Plos one, 2020 - journals.plos.org",N/A,N/A
,Machine learning to predict outcomes in patients with acute pulmonary embolism who prematurely discontinued anticoagulant therapy,"D Mora, JA Nieto, J Mateo, B Bikdeli… - Thrombosis and …, 2022 - thieme-connect.com",N/A,N/A
,[HTML][HTML] A machine learning tool for identifying non-metastatic colorectal cancer in primary care,"E Nemlander, M Ewing, E Abedi, J Hasselström… - European Journal of …, 2023 - Elsevier",N/A,N/A
,[HTML][HTML] Comparison of multivariate linear regression and a machine learning algorithm developed for prediction of precision warfarin dosing in a Korean population,"HD Nguyen, YS Cho, HS Kim, IY Han, DK Kim… - Journal of Thrombosis …, 2021 - Elsevier",N/A,N/A
,The importance of association of comorbidities on COVID-19 outcomes: a machine learning approach,"JC Arévalo-Lorido, J Carretero-Gómez… - Current Medical …, 2022 - Taylor & Francis",N/A,N/A
,[CITATION][C] Pharmacogenetic and Clinical Refinement of the Warfarin Dose Using Penalized Linear Regression and Machine Learning,N Al-Hammadi - 2022 - Saint Louis University,N/A,N/A
,Raman tweezers as an alternative diagnostic tool for paroxysmal nocturnal hemoglobinuria,"KB Soysal, S Parlatan, M Mastanzade, M Ozbalak… - Analytical …, 2021 - pubs.rsc.org",N/A,N/A
,Thrombophilia in patients with previous thrombosis and healthy relatives: from population study to tailored medicine,"G GESSONI, S VALVERDE… - La Rivista Italiana …, 2022 - minervamedica.it",N/A,N/A
,A prospective cohort study to identify and evaluate endotypes of venous thromboembolism: Rationale and design of the Genotyping and Molecular Phenotyping in …,"V Ten Cate, T Koeck, M Panova-Noeva, S Rapp… - Thrombosis research, 2019 - Elsevier",N/A,N/A
,[PDF][PDF] Clinical Application of Machine Learning in the Assessment of Pulmonary Embolism in Patients with Gastrointestinal Cancer,"JS Kim, K Kim, SH Lee, SB Lee, K Kim, D Kim, MW Lee… - 2022 - researchsquare.com",N/A,N/A
,[PDF][PDF] Hospitalization and mortality associated with SARS-CoV-2 viral clades in COVID-19,"K Nakamichi, JZ Shen, CS Lee, A Lee, EA Roberts… - Scientific reports, 2021 - Springer",N/A,N/A
,[HTML][HTML] Circulating MicroRNAs for diagnosis of acute pulmonary embolism: still a long way to go,"M Sobrero, F Montecucco, F Carbone - BioMed Research …, 2022 - hindawi.com",N/A,N/A
,Long-term follow-up of recovered patients with COVID-19,"M Cortinovis, N Perico, G Remuzzi - The Lancet, 2021 - thelancet.com",N/A,N/A
,[PDF][PDF] Prediction of Stroke Using Machine Learning,"KA MAHESH, HN Shashank, S Srikanth, AM Thejas - 2020 - researchgate.net",N/A,N/A
,[HTML][HTML] Construction and Evaluation of Prognosis Prediction Model for Patients with Brain Contusion and Laceration Based on Machine Learning,"S Li, L Bai, Z Zheng - Computational and Mathematical Methods in …, 2022 - hindawi.com",N/A,N/A
,[HTML][HTML] … and attitudes among Arab populations following COVID-19 vaccination: a large-scale multinational study implementing machine learning tools in predicting …,"MM Hatmal, MAI Al-Hatamleh, AN Olaimat… - Vaccines, 2022 - mdpi.com",N/A,N/A
,[PDF][PDF] A NEW WEIGHTED FEATURE SELECTION AND ENSEMBLE LEARNING WITH HYBRID HEURISTIC STRATEGY FOR DEEP VEIN THROMBOSIS …,"K UDAY, M MALINI - Journal of Theoretical and Applied Information …, 2023 - jatit.org",N/A,N/A
,Predictive analytics in health care using machine learning tools and techniques,"B Nithya, V Ilango - 2017 International Conference on …, 2017 - ieeexplore.ieee.org",N/A,N/A
,[HTML][HTML] A comparative study of machine learning algorithms in predicting severe complications after bariatric surgery,"Y Cao, X Fang, J Ottosson, E Näslund… - Journal of Clinical …, 2019 - mdpi.com",N/A,N/A
,[HTML][HTML] Development and validation of machine learning prediction model for post-rehabilitation functional outcome after intracerebral hemorrhage,"S Sonobe, T Ishikawa, K Niizuma, E Kawakami… - Interdisciplinary …, 2022 - Elsevier",N/A,N/A
,"Autonomous detection, grading, and reporting of postoperative complications using natural language processing","LV Selby, WR Narain, A Russo, VE Strong, P Stetson - Surgery, 2018 - Elsevier",N/A,N/A
,Multi-objective optimization for personalized prediction of venous thromboembolism in ovarian cancer patients,"ME Frésard, R Erices, ML Bravo… - IEEE Journal of …, 2019 - ieeexplore.ieee.org",N/A,N/A
,[BOOK][B] Feature Ablation Analysis and Alternate Representations Using Machine Learning in Surgical Risk Assessment,MD Russell - 2020 - search.proquest.com,N/A,N/A
,[HTML][HTML] Impact of acute hyperglycemic crisis episode on survival in individuals with diabetic foot ulcer using a machine learning approach,"L Deng, P Xie, Y Chen, S Rui, C Yang… - Frontiers in …, 2022 - frontiersin.org",N/A,N/A
,[HTML][HTML] Learning to predict post-hospitalization VTE risk from EHR data,"E Kawaler, A Cobian, P Peissig, D Cross… - AMIA annual …, 2012 - ncbi.nlm.nih.gov",N/A,N/A
,[HTML][HTML] Machine learning predictive models for acute pancreatitis: a systematic review,"Y Zhou, Y Ge, X Shi, K Wu, W Chen, Y Ding… - International Journal of …, 2022 - Elsevier",N/A,N/A
,[HTML][HTML] Improved risk prediction following surgery using machine learning algorithms,"AP Ehlers, SB Roy, S Khor, P Mandagani, M Maria… - eGEMs, 2017 - ncbi.nlm.nih.gov",N/A,N/A
,[HTML][HTML] Prediction of chronic damage in systemic lupus erythematosus by using machine-learning models,"F Ceccarelli, M Sciandrone, C Perricone, G Galvan… - PloS one, 2017 - journals.plos.org",N/A,N/A
,Can we improve prediction of adverse surgical outcomes? Development of a surgical complexity score using a novel machine learning technique,"JM Hyer, S White, J Cloyd, M Dillhoff, A Tsung… - Journal of the American …, 2020 - Elsevier",N/A,N/A
,Computer Aided Diagnosis for Cerebral Venous Sinus Thrombosis,"L Fan, J Han, J Duan, C Zhao - Recent Developments in Mechatronics and …, 2019 - Springer",N/A,N/A
,Varicose veins reach new heights,"QS Wells - Circulation, 2018 - Am Heart Assoc",N/A,N/A
,Using machine learning to improve the prediction of functional outcome in ischemic stroke patients,"M Monteiro, AC Fonseca, AT Freitas… - … ACM transactions on …, 2018 - ieeexplore.ieee.org",N/A,N/A
,Endoscopic sleeve gastroplasty-reintervention score (ESG-RS) using supervised machine learning,"H Ali, P Patel, TF Malik, R Pamarthy, BP Mohan… - Gastrointestinal …, 2023 - Elsevier",N/A,N/A
